title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
You're The One - Un mal pour un bien,Petula Clark,spotify:track:7dmLg6dYLmjlJXNwFEPQqf,0.451,0.67,5,-8.938,0,0.0366,0.651,0.0,0.643,0.871,136.86,audio_features,7dmLg6dYLmjlJXNwFEPQqf,https://api.spotify.com/v1/tracks/7dmLg6dYLmjlJXNwFEPQqf,https://api.spotify.com/v1/audio-analysis/7dmLg6dYLmjlJXNwFEPQqf,145960,4
Doctor My Eyes,Jackson Browne,spotify:track:3QcuZo6WLcFkqqLmDs0d95,0.48,0.626,5,-8.406,1,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,audio_features,3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/tracks/3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/audio-analysis/3QcuZo6WLcFkqqLmDs0d95,199907,4
Falling in Love at a Coffee Shop,Landon Pigg,spotify:track:1KHdq8NK9QxnGjdXb55NiG,0.489,0.561,4,-7.933,1,0.0274,0.2,4.56e-05,0.179,0.238,83.457,audio_features,1KHdq8NK9QxnGjdXb55NiG,https://api.spotify.com/v1/tracks/1KHdq8NK9QxnGjdXb55NiG,https://api.spotify.com/v1/audio-analysis/1KHdq8NK9QxnGjdXb55NiG,244987,3
Peaceful Easy Feeling - 2013 Remaster,Eagles,spotify:track:40h65HAR8COEoqkMwUUQHu,0.568,0.634,4,-12.336,1,0.0282,0.494,0.00281,0.252,0.866,142.686,audio_features,40h65HAR8COEoqkMwUUQHu,https://api.spotify.com/v1/tracks/40h65HAR8COEoqkMwUUQHu,https://api.spotify.com/v1/audio-analysis/40h65HAR8COEoqkMwUUQHu,257963,4
Summertime Blues,Eddie Cochran,spotify:track:3oAWTk92mZBxKBOKf8mR5v,0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4
Running on Empty,Jackson Browne,spotify:track:4MZEZz8MqVgvIMXU6AVP22,0.531,0.948,9,-5.438,1,0.0568,0.006,0.0117,0.694,0.498,136.891,audio_features,4MZEZz8MqVgvIMXU6AVP22,https://api.spotify.com/v1/tracks/4MZEZz8MqVgvIMXU6AVP22,https://api.spotify.com/v1/audio-analysis/4MZEZz8MqVgvIMXU6AVP22,298093,4
"Come On, Let's Go",Ritchie Valens,spotify:track:4cRfSR0QxDlXRHTKyEOu93,0.616,0.724,9,-8.101,1,0.042,0.788,3.16e-06,0.128,0.809,81.402,audio_features,4cRfSR0QxDlXRHTKyEOu93,https://api.spotify.com/v1/tracks/4cRfSR0QxDlXRHTKyEOu93,https://api.spotify.com/v1/audio-analysis/4cRfSR0QxDlXRHTKyEOu93,124587,3
Ain't That A Shame,Fats Domino,spotify:track:4ZfQwNx3FlCN07cnUvekh3,0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,audio_features,4ZfQwNx3FlCN07cnUvekh3,https://api.spotify.com/v1/tracks/4ZfQwNx3FlCN07cnUvekh3,https://api.spotify.com/v1/audio-analysis/4ZfQwNx3FlCN07cnUvekh3,152200,4
Johnny B. Goode,Chuck Berry,spotify:track:4Hbe0lRKsXtDZ2wQIovz7I,0.522,0.806,10,-9.097,1,0.0817,0.748,5.48e-05,0.313,0.969,168.078,audio_features,4Hbe0lRKsXtDZ2wQIovz7I,https://api.spotify.com/v1/tracks/4Hbe0lRKsXtDZ2wQIovz7I,https://api.spotify.com/v1/audio-analysis/4Hbe0lRKsXtDZ2wQIovz7I,161560,4
Great Balls Of Fire - 1964 Version,Jerry Lee Lewis,spotify:track:5UvE5QlINnvEc7aFO14DVL,0.4,0.818,0,-11.238,1,0.08,0.458,3.25e-06,0.132,0.936,166.287,audio_features,5UvE5QlINnvEc7aFO14DVL,https://api.spotify.com/v1/tracks/5UvE5QlINnvEc7aFO14DVL,https://api.spotify.com/v1/audio-analysis/5UvE5QlINnvEc7aFO14DVL,109707,4
Come Go With Me,The Del-Vikings,spotify:track:4IYyGIbMS5ZkxDXGfPIrXr,0.566,0.534,5,-9.416,0,0.0409,0.713,0.0,0.0883,0.582,129.69,audio_features,4IYyGIbMS5ZkxDXGfPIrXr,https://api.spotify.com/v1/tracks/4IYyGIbMS5ZkxDXGfPIrXr,https://api.spotify.com/v1/audio-analysis/4IYyGIbMS5ZkxDXGfPIrXr,162293,4
All I Have to Do Is Dream,The Everly Brothers,spotify:track:7dblNGnRXEBrVJunazs2U5,0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4
Oh Boy!,Buddy Holly,spotify:track:230q1mJQcafr2H7Nzagby3,0.549,0.625,9,-7.34,1,0.0436,0.782,0.0,0.144,0.874,96.971,audio_features,230q1mJQcafr2H7Nzagby3,https://api.spotify.com/v1/tracks/230q1mJQcafr2H7Nzagby3,https://api.spotify.com/v1/audio-analysis/230q1mJQcafr2H7Nzagby3,127680,4
Lyin' Eyes - 2013 Remaster,Eagles,spotify:track:5lQKRR3MdJLtAwNBiT8Cq0,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,audio_features,5lQKRR3MdJLtAwNBiT8Cq0,https://api.spotify.com/v1/tracks/5lQKRR3MdJLtAwNBiT8Cq0,https://api.spotify.com/v1/audio-analysis/5lQKRR3MdJLtAwNBiT8Cq0,381999,4
Long Tall Sally,Little Richard,spotify:track:6n3HCYuumzxe00S1fBNbUk,0.428,0.569,5,-10.024,1,0.0914,0.756,0.0,0.133,0.894,184.441,audio_features,6n3HCYuumzxe00S1fBNbUk,https://api.spotify.com/v1/tracks/6n3HCYuumzxe00S1fBNbUk,https://api.spotify.com/v1/audio-analysis/6n3HCYuumzxe00S1fBNbUk,127973,4
Runaround Sue,Dion,spotify:track:1DndHckdH9m5rp6gYP086b,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,audio_features,1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/tracks/1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/audio-analysis/1DndHckdH9m5rp6gYP086b,171600,4
A Teenager In Love,Dion & The Belmonts,spotify:track:0QGwOFQChzflLAmPq5NwKo,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,audio_features,0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/tracks/0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/audio-analysis/0QGwOFQChzflLAmPq5NwKo,158253,4
No Particular Place To Go,Chuck Berry,spotify:track:6yb74UNBAyeNtFXRDlhGgJ,0.611,0.781,7,-8.775,1,0.0454,0.493,0.00083,0.0964,0.975,128.671,audio_features,6yb74UNBAyeNtFXRDlhGgJ,https://api.spotify.com/v1/tracks/6yb74UNBAyeNtFXRDlhGgJ,https://api.spotify.com/v1/audio-analysis/6yb74UNBAyeNtFXRDlhGgJ,163000,4
Whole Lot of Shakin' Going On,Jerry Lee Lewis,spotify:track:6wO13Xb3EdHUNixFOEJ0KV,0.377,0.626,0,-9.662,1,0.033,0.832,6.46e-05,0.188,0.678,161.468,audio_features,6wO13Xb3EdHUNixFOEJ0KV,https://api.spotify.com/v1/tracks/6wO13Xb3EdHUNixFOEJ0KV,https://api.spotify.com/v1/audio-analysis/6wO13Xb3EdHUNixFOEJ0KV,172400,4
Heartbeat,Buddy Holly,spotify:track:5yOGccgL54e9gGaZ0IBB6S,0.614,0.273,9,-12.706,1,0.0332,0.61,0.0,0.0488,0.823,151.228,audio_features,5yOGccgL54e9gGaZ0IBB6S,https://api.spotify.com/v1/tracks/5yOGccgL54e9gGaZ0IBB6S,https://api.spotify.com/v1/audio-analysis/5yOGccgL54e9gGaZ0IBB6S,129533,4
C’Mon Everybody,Eddie Cochran,spotify:track:7ItZM6DMZE2m1X7yIaRxjq,0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,audio_features,7ItZM6DMZE2m1X7yIaRxjq,https://api.spotify.com/v1/tracks/7ItZM6DMZE2m1X7yIaRxjq,https://api.spotify.com/v1/audio-analysis/7ItZM6DMZE2m1X7yIaRxjq,118227,4
La Bamba - Single Version,Ritchie Valens,spotify:track:2aEeghgUcnu75tzcolFMfs,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,audio_features,2aEeghgUcnu75tzcolFMfs,https://api.spotify.com/v1/tracks/2aEeghgUcnu75tzcolFMfs,https://api.spotify.com/v1/audio-analysis/2aEeghgUcnu75tzcolFMfs,126960,4
Tutti Frutti,Little Richard,spotify:track:2vXk7PcNLLXsdnVaoMxzTj,0.58,0.444,0,-10.056,0,0.0724,0.574,0.0,0.0463,0.963,185.156,audio_features,2vXk7PcNLLXsdnVaoMxzTj,https://api.spotify.com/v1/tracks/2vXk7PcNLLXsdnVaoMxzTj,https://api.spotify.com/v1/audio-analysis/2vXk7PcNLLXsdnVaoMxzTj,143427,4
Roll Over Beethoven,Chuck Berry,spotify:track:1CQWIpYzU0fk0DT4oXsrkd,0.707,0.78,3,-10.142,1,0.235,0.83,0.0,0.199,0.808,92.653,audio_features,1CQWIpYzU0fk0DT4oXsrkd,https://api.spotify.com/v1/tracks/1CQWIpYzU0fk0DT4oXsrkd,https://api.spotify.com/v1/audio-analysis/1CQWIpYzU0fk0DT4oXsrkd,144600,4
Bye Bye Love,The Everly Brothers,spotify:track:6oRHRkQigTzJ3KwpO3XOV6,0.547,0.523,9,-9.176,1,0.0572,0.724,0.0,0.103,0.89,169.598,audio_features,6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/tracks/6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/audio-analysis/6oRHRkQigTzJ3KwpO3XOV6,142907,4
Hound Dog,Elvis Presley,spotify:track:64Ny7djQ6rNJspquof2KoX,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,audio_features,64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027,4
The Wanderer,Dion,spotify:track:1UwriLz98ILbRhrtohTca1,0.623,0.48,2,-13.215,1,0.0392,0.193,0.0,0.11,0.842,114.436,audio_features,1UwriLz98ILbRhrtohTca1,https://api.spotify.com/v1/tracks/1UwriLz98ILbRhrtohTca1,https://api.spotify.com/v1/audio-analysis/1UwriLz98ILbRhrtohTca1,167160,4
The Great Pretender,The Platters,spotify:track:2FkCjtQ1lYsf71s2FAS8hE,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71,audio_features,2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/tracks/2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/audio-analysis/2FkCjtQ1lYsf71s2FAS8hE,160667,3
I Wonder Why,Dion & The Belmonts,spotify:track:7vAw4LLIms6X8ZHcbtoazz,0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463,audio_features,7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/tracks/7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/audio-analysis/7vAw4LLIms6X8ZHcbtoazz,141387,4
Chantilly Lace,The Big Bopper,spotify:track:07GtDOCxmye5KDWsTSACPk,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,audio_features,07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/audio-analysis/07GtDOCxmye5KDWsTSACPk,145267,4
Good Golly Miss Molly,Little Richard,spotify:track:1s1kY9duH0g4jKHrxxjTkX,0.654,0.712,0,-11.739,1,0.0476,0.601,0.00219,0.33,0.965,82.111,audio_features,1s1kY9duH0g4jKHrxxjTkX,https://api.spotify.com/v1/tracks/1s1kY9duH0g4jKHrxxjTkX,https://api.spotify.com/v1/audio-analysis/1s1kY9duH0g4jKHrxxjTkX,129133,4
Wake up Little Susie,The Everly Brothers,spotify:track:11fNLqDB47gMKj7BHhR2Qr,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,audio_features,11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/tracks/11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/audio-analysis/11fNLqDB47gMKj7BHhR2Qr,123520,4
The Book of Love,The Monotones,spotify:track:1N131UBLlYAUJNVpHOfEc1,0.428,0.594,10,-12.716,1,0.379,0.734,0.0,0.567,0.556,198.67,audio_features,1N131UBLlYAUJNVpHOfEc1,https://api.spotify.com/v1/tracks/1N131UBLlYAUJNVpHOfEc1,https://api.spotify.com/v1/audio-analysis/1N131UBLlYAUJNVpHOfEc1,138298,4
"Shake, Rattle And Roll - Single Version",Bill Haley & His Comets,spotify:track:1rmvCn0AfUx84vcbvxWYwh,0.646,0.662,5,-11.374,1,0.114,0.163,0.0,0.143,0.873,166.722,audio_features,1rmvCn0AfUx84vcbvxWYwh,https://api.spotify.com/v1/tracks/1rmvCn0AfUx84vcbvxWYwh,https://api.spotify.com/v1/audio-analysis/1rmvCn0AfUx84vcbvxWYwh,150000,4
Jailhouse Rock,Elvis Presley,spotify:track:4gphxUgq0JSFv2BCLhNDiE,0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,audio_features,4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE,146480,4
Donna - Single Version,Ritchie Valens,spotify:track:0VE4ayVlGs5DBoqOdgJ0Zv,0.472,0.225,5,-12.581,1,0.0263,0.864,0.0,0.111,0.29,100.299,audio_features,0VE4ayVlGs5DBoqOdgJ0Zv,https://api.spotify.com/v1/tracks/0VE4ayVlGs5DBoqOdgJ0Zv,https://api.spotify.com/v1/audio-analysis/0VE4ayVlGs5DBoqOdgJ0Zv,150973,3
Blueberry Hill,Fats Domino,spotify:track:06PdA0DLgF4BfAeUNZAbFG,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,audio_features,06PdA0DLgF4BfAeUNZAbFG,https://api.spotify.com/v1/tracks/06PdA0DLgF4BfAeUNZAbFG,https://api.spotify.com/v1/audio-analysis/06PdA0DLgF4BfAeUNZAbFG,147880,3
At the Hop,Angelo Grey Band,spotify:track:6wt538gLCcV38weNmJjU0z,0.412,0.72,8,-9.777,1,0.0479,0.502,0.00293,0.135,0.965,191.333,audio_features,6wt538gLCcV38weNmJjU0z,https://api.spotify.com/v1/tracks/6wt538gLCcV38weNmJjU0z,https://api.spotify.com/v1/audio-analysis/6wt538gLCcV38weNmJjU0z,154776,4
Yakety Yak - 2007 Remaster,The Coasters,spotify:track:3Lbxie6whOW4eMt4jtI32k,0.641,0.834,7,-7.831,1,0.242,0.626,0.000534,0.131,0.849,120.948,audio_features,3Lbxie6whOW4eMt4jtI32k,https://api.spotify.com/v1/tracks/3Lbxie6whOW4eMt4jtI32k,https://api.spotify.com/v1/audio-analysis/3Lbxie6whOW4eMt4jtI32k,116027,4
Blue Moon,The Marcels,spotify:track:75ewj77lCHHLKOlyx5KvGw,0.621,0.43,7,-11.163,1,0.0343,0.69,0.0,0.075,0.938,127.74,audio_features,75ewj77lCHHLKOlyx5KvGw,https://api.spotify.com/v1/tracks/75ewj77lCHHLKOlyx5KvGw,https://api.spotify.com/v1/audio-analysis/75ewj77lCHHLKOlyx5KvGw,135200,4
Take Good Care Of My Baby,Bobby Vee,spotify:track:7kQZZSlxhDES9KugTuKMXo,0.499,0.42,1,-11.089,1,0.0509,0.759,0.0,0.171,0.625,82.95,audio_features,7kQZZSlxhDES9KugTuKMXo,https://api.spotify.com/v1/tracks/7kQZZSlxhDES9KugTuKMXo,https://api.spotify.com/v1/audio-analysis/7kQZZSlxhDES9KugTuKMXo,150440,4
Lucille,Little Richard,spotify:track:68N3Xhe8s9SYPpEmqqpg07,0.686,0.715,8,-11.962,0,0.0677,0.62,0.000271,0.205,0.855,143.608,audio_features,68N3Xhe8s9SYPpEmqqpg07,https://api.spotify.com/v1/tracks/68N3Xhe8s9SYPpEmqqpg07,https://api.spotify.com/v1/audio-analysis/68N3Xhe8s9SYPpEmqqpg07,143827,4
Little Darlin',The Diamonds,spotify:track:0f7JTPN46BnWiRGb5A1fft,0.62,0.533,6,-11.417,1,0.0394,0.495,0.185,0.328,0.81,153.385,audio_features,0f7JTPN46BnWiRGb5A1fft,https://api.spotify.com/v1/tracks/0f7JTPN46BnWiRGb5A1fft,https://api.spotify.com/v1/audio-analysis/0f7JTPN46BnWiRGb5A1fft,129333,4
Love Potion No. 9 - Remastered / Single Version,The Clovers,spotify:track:5ytPMYb6dkoli8sNSEsdmZ,0.738,0.451,7,-12.949,1,0.146,0.572,0.0,0.175,0.793,128.853,audio_features,5ytPMYb6dkoli8sNSEsdmZ,https://api.spotify.com/v1/tracks/5ytPMYb6dkoli8sNSEsdmZ,https://api.spotify.com/v1/audio-analysis/5ytPMYb6dkoli8sNSEsdmZ,113200,4
Don't Be Cruel,Elvis Presley,spotify:track:01u6AEzGbGbQyYVdxajxqk,0.697,0.55,2,-11.496,1,0.179,0.856,3.44e-05,0.0907,0.844,84.802,audio_features,01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/tracks/01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/audio-analysis/01u6AEzGbGbQyYVdxajxqk,122893,4
Only You (And You Alone),The Platters,spotify:track:0S8ibKBl3tjRmYbZhGHNhG,0.419,0.331,3,-10.497,1,0.0293,0.932,0.0,0.102,0.322,80.647,audio_features,0S8ibKBl3tjRmYbZhGHNhG,https://api.spotify.com/v1/tracks/0S8ibKBl3tjRmYbZhGHNhG,https://api.spotify.com/v1/audio-analysis/0S8ibKBl3tjRmYbZhGHNhG,160093,4
Splish Splash,Bobby Darin,spotify:track:40fD7ct05FvQHLdQTgJelG,0.645,0.943,0,-1.526,1,0.0393,0.385,0.0,0.37,0.965,147.768,audio_features,40fD7ct05FvQHLdQTgJelG,https://api.spotify.com/v1/tracks/40fD7ct05FvQHLdQTgJelG,https://api.spotify.com/v1/audio-analysis/40fD7ct05FvQHLdQTgJelG,131720,4
The Twist,Chubby Checker,spotify:track:3ohLnESFgYACPMCkoTOzqE,0.533,0.638,4,-7.13,1,0.0341,0.202,0.0,0.0729,0.937,156.663,audio_features,3ohLnESFgYACPMCkoTOzqE,https://api.spotify.com/v1/tracks/3ohLnESFgYACPMCkoTOzqE,https://api.spotify.com/v1/audio-analysis/3ohLnESFgYACPMCkoTOzqE,153760,4
Lollipop,The Chordettes,spotify:track:1hFB1obL3dCyIDigkojSTm,0.65,0.593,7,-6.374,0,0.122,0.585,0.00244,0.441,0.825,143.179,audio_features,1hFB1obL3dCyIDigkojSTm,https://api.spotify.com/v1/tracks/1hFB1obL3dCyIDigkojSTm,https://api.spotify.com/v1/audio-analysis/1hFB1obL3dCyIDigkojSTm,130533,4
Rockin' Robin,Bobby Day,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,audio_features,4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/tracks/4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/audio-analysis/4FlYcJnfkeBpowEHJ72Bmt,160080,4
School Day (Ring Ring Goes The Bell),Chuck Berry,spotify:track:1ABzAAYXXU8VQDMdhmC1U3,0.771,0.863,7,-5.086,1,0.046,0.816,3.01e-05,0.107,0.951,130.913,audio_features,1ABzAAYXXU8VQDMdhmC1U3,https://api.spotify.com/v1/tracks/1ABzAAYXXU8VQDMdhmC1U3,https://api.spotify.com/v1/audio-analysis/1ABzAAYXXU8VQDMdhmC1U3,160693,4
All Shook Up,Elvis Presley,spotify:track:5ueyLj6e6oVaTY0KQ6yLaA,0.624,0.468,10,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139,audio_features,5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/tracks/5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/audio-analysis/5ueyLj6e6oVaTY0KQ6yLaA,117080,4
Under the Boardwalk,The Drifters,spotify:track:65jrjEhWfAvysKfnojk1i0,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,audio_features,65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/tracks/65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/audio-analysis/65jrjEhWfAvysKfnojk1i0,161960,4
"See You Later, Alligator",Bill Haley & His Comets,spotify:track:3CIXs8QRRpJJAQ3PnB233j,0.65,0.674,8,-12.587,1,0.0614,0.517,0.000197,0.398,0.806,157.913,audio_features,3CIXs8QRRpJJAQ3PnB233j,https://api.spotify.com/v1/tracks/3CIXs8QRRpJJAQ3PnB233j,https://api.spotify.com/v1/audio-analysis/3CIXs8QRRpJJAQ3PnB233j,164360,4
Let's Twist Again,Chubby Checker,spotify:track:1INWPr855fwWdAOeecbu0W,0.604,0.709,8,-6.377,1,0.158,0.0987,0.0,0.0551,0.907,167.832,audio_features,1INWPr855fwWdAOeecbu0W,https://api.spotify.com/v1/tracks/1INWPr855fwWdAOeecbu0W,https://api.spotify.com/v1/audio-analysis/1INWPr855fwWdAOeecbu0W,137360,4
In The Still of the Night,The Five Satins,spotify:track:0GVvRmCoiLkhxJvlZy9bLk,0.43,0.33,6,-10.621,1,0.0353,0.876,0.0,0.105,0.316,108.824,audio_features,0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/tracks/0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/audio-analysis/0GVvRmCoiLkhxJvlZy9bLk,187667,3
Smoke Gets In Your Eyes,The Platters,spotify:track:2vSxjnyrWrtxyfzO47EX6q,0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222,audio_features,2vSxjnyrWrtxyfzO47EX6q,https://api.spotify.com/v1/tracks/2vSxjnyrWrtxyfzO47EX6q,https://api.spotify.com/v1/audio-analysis/2vSxjnyrWrtxyfzO47EX6q,160933,3
Do You Wanna Dance,Bobby Freeman,spotify:track:3eOPqWsjHNM73kL6j6z9cY,0.502,0.566,0,-13.04,1,0.0435,0.794,6.61e-05,0.0799,0.969,170.14,audio_features,3eOPqWsjHNM73kL6j6z9cY,https://api.spotify.com/v1/tracks/3eOPqWsjHNM73kL6j6z9cY,https://api.spotify.com/v1/audio-analysis/3eOPqWsjHNM73kL6j6z9cY,156160,4
"Shout, Pts. 1 & 2",The Isley Brothers,spotify:track:2ZNTPtYmAhN9vCwnAgqKn1,0.489,0.866,10,-7.433,1,0.0933,0.753,0.0,0.876,0.416,138.63,audio_features,2ZNTPtYmAhN9vCwnAgqKn1,https://api.spotify.com/v1/tracks/2ZNTPtYmAhN9vCwnAgqKn1,https://api.spotify.com/v1/audio-analysis/2ZNTPtYmAhN9vCwnAgqKn1,268560,4
You're Sixteen,Johnny Burnette,spotify:track:5NOITvzXKvrqsRqJz5FgIJ,0.434,0.458,2,-8.861,1,0.0351,0.797,0.0,0.0698,0.749,76.269,audio_features,5NOITvzXKvrqsRqJz5FgIJ,https://api.spotify.com/v1/tracks/5NOITvzXKvrqsRqJz5FgIJ,https://api.spotify.com/v1/audio-analysis/5NOITvzXKvrqsRqJz5FgIJ,119000,4
Get a Job,The Silhouettes,spotify:track:159rgKUbEoPXBfjMwC27pO,0.624,0.42,7,-9.907,1,0.0345,0.677,0.000694,0.111,0.838,80.021,audio_features,159rgKUbEoPXBfjMwC27pO,https://api.spotify.com/v1/tracks/159rgKUbEoPXBfjMwC27pO,https://api.spotify.com/v1/audio-analysis/159rgKUbEoPXBfjMwC27pO,169629,4
16 Candles,Johnny Maestro,spotify:track:3Timk4Wy8wnJDCfq6O7YDW,0.604,0.307,10,-10.832,1,0.0275,0.727,0.0,0.0932,0.604,114.009,audio_features,3Timk4Wy8wnJDCfq6O7YDW,https://api.spotify.com/v1/tracks/3Timk4Wy8wnJDCfq6O7YDW,https://api.spotify.com/v1/audio-analysis/3Timk4Wy8wnJDCfq6O7YDW,174640,3
Please Mr. Postman - Single Version / Mono,The Marvelettes,spotify:track:6jX5mso4x00c1EiNMrTU9U,0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,audio_features,6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/tracks/6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/audio-analysis/6jX5mso4x00c1EiNMrTU9U,148040,4
Stay,Maurice Williams,spotify:track:5IVaPiiBCUgsNp3kWeU5c2,0.489,0.713,8,-9.811,0,0.0644,0.833,0.0,0.308,0.688,123.619,audio_features,5IVaPiiBCUgsNp3kWeU5c2,https://api.spotify.com/v1/tracks/5IVaPiiBCUgsNp3kWeU5c2,https://api.spotify.com/v1/audio-analysis/5IVaPiiBCUgsNp3kWeU5c2,97627,4
Sherry,Frankie Valli & The Four Seasons,spotify:track:7sqK6f8dHVx3Q1GjFrVyGl,0.701,0.471,0,-8.072,1,0.0421,0.647,0.0,0.125,0.69,117.564,audio_features,7sqK6f8dHVx3Q1GjFrVyGl,https://api.spotify.com/v1/tracks/7sqK6f8dHVx3Q1GjFrVyGl,https://api.spotify.com/v1/audio-analysis/7sqK6f8dHVx3Q1GjFrVyGl,152160,4
Be My Baby,The Ronettes,spotify:track:2G2YzndIA6jeWFPBXhUjh5,0.511,0.769,4,-7.032,1,0.042,0.181,0.0,0.0921,0.818,129.657,audio_features,2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/tracks/2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/audio-analysis/2G2YzndIA6jeWFPBXhUjh5,160907,4
I Only Have Eyes for You,The Flamingos,spotify:track:3YdKJzcoMZMacISlpY4QoP,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,audio_features,3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/tracks/3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/audio-analysis/3YdKJzcoMZMacISlpY4QoP,202773,3
We Belong Together,Ritchie Valens,spotify:track:7caj6X6NMX3tlhWnu1du6V,0.684,0.247,5,-13.71,1,0.0281,0.872,0.000166,0.113,0.768,106.522,audio_features,7caj6X6NMX3tlhWnu1du6V,https://api.spotify.com/v1/tracks/7caj6X6NMX3tlhWnu1du6V,https://api.spotify.com/v1/audio-analysis/7caj6X6NMX3tlhWnu1du6V,116627,3
Since I Don't Have You,The Skyliners,spotify:track:1vkbmoEPyp1MxrfWvmV5KD,0.244,0.346,6,-12.604,1,0.0304,0.603,0.000633,0.319,0.61,141.375,audio_features,1vkbmoEPyp1MxrfWvmV5KD,https://api.spotify.com/v1/tracks/1vkbmoEPyp1MxrfWvmV5KD,https://api.spotify.com/v1/audio-analysis/1vkbmoEPyp1MxrfWvmV5KD,160573,4
